Publication,learning,neural,vision
2014_87,2,1,8
2014_88,2,0,1
2014_89,3,2,4
2014_90,0,0,0
2014_91,44,1,0
2014_92,25,1,0
2014_93,7,2,10
2014_94,4,0,0
2014_95,3,1,0
2014_96,15,0,0
2014_97,6,0,0
2014_98,36,1,0
2014_99,35,2,0
2014_100,4,0,3
2014_101,0,0,0
2014_102,42,3,2
2014_103,12,3,0
2014_104,13,0,4
2014_105,2,3,0
2014_106,6,2,0
2014_107,9,0,0
2014_108,7,0,1
2014_109,28,0,0
2014_110,4,0,0
2014_111,27,0,1
2014_112,32,4,0
2014_113,11,3,8
2014_114,0,1,0
2014_115,11,9,0
2014_116,37,6,1
2014_117,8,36,0
2014_118,6,18,0
2014_119,44,11,0
2014_120,3,20,0
2014_121,27,8,1
2014_122,8,65,0
2014_123,38,6,2
2014_124,33,6,5
2014_125,21,36,0
2014_126,33,13,2
2014_127,34,25,2
2014_128,15,13,5
2014_129,60,14,1
2014_130,28,27,1
2014_131,65,21,1
2014_132,27,5,0
2014_133,0,0,4
2014_134,3,3,0
2014_135,7,2,0
2014_136,16,0,7
2014_137,7,0,0
2014_138,5,1,0
2014_139,9,2,3
2014_140,4,3,0
2014_141,12,5,0
2014_142,30,2,0
2014_143,2,0,0
2014_144,4,0,0
2014_145,32,2,0
2014_146,48,0,0
2014_147,11,1,0
2014_148,18,0,0
2014_149,36,0,0
2014_150,5,1,1
2014_151,47,5,0
2014_152,39,15,4
2014_153,15,3,0
2014_154,47,12,0
2014_155,31,2,0
2014_156,10,0,0
2014_157,11,0,0
2014_158,19,0,0
2014_159,54,3,0
2014_160,56,0,0
2014_161,22,3,0
2014_162,52,0,0
2014_163,9,0,0
2014_164,56,1,0
2014_165,53,0,0
2014_166,3,2,0
2014_167,28,6,0
2014_168,0,30,1
2014_169,4,7,0
2014_170,38,2,0
2014_171,0,0,0
2014_172,4,4,0
2014_173,6,2,0
2014_174,3,0,0
2014_175,8,0,0
2014_176,40,3,0
2014_177,8,3,0
2014_178,3,3,0
2014_179,23,2,0
2014_180,11,1,1
2014_181,22,3,2
2014_182,12,0,1
2014_183,7,11,0
2014_184,3,35,0
2014_185,1,1,0
2014_186,1,0,1
2014_187,12,4,0
2014_188,3,0,1
2014_189,6,1,1
2014_190,11,0,10
2014_191,52,1,7
2014_192,36,4,1
2014_193,0,0,5
2014_194,25,4,10
2014_195,77,1,0
2014_196,22,4,4
2014_197,22,7,6
2014_198,19,0,0
2014_199,14,8,3
2014_200,52,16,3
2014_201,10,38,0
2014_202,28,14,1
2014_203,18,11,10
2014_204,36,24,0
2014_205,37,0,0
2014_206,0,0,0
2014_207,5,1,0
2014_208,36,0,0
2014_209,5,2,0
2014_210,10,0,0
2014_211,7,1,0
2014_212,24,0,0
2014_213,36,1,0
2014_214,71,0,0
2014_215,63,1,0
2014_216,44,0,0
2014_217,14,0,0
2014_218,8,0,0
2014_219,39,10,0
2014_220,40,3,0
2014_221,7,0,0
2014_222,8,0,0
2014_223,56,20,0
2014_224,28,0,0
2014_225,11,1,0
2014_226,12,0,0
2014_227,40,4,0
2014_228,2,0,1
2014_229,2,1,0
2014_230,6,1,0
2014_231,6,1,0
2014_232,39,0,1
2014_233,15,1,0
2014_234,20,4,0
2014_235,4,1,0
2014_236,11,1,4
2014_237,39,6,0
2014_238,23,1,0
2014_239,15,3,0
2014_240,15,3,0
2014_241,47,2,0
2014_242,14,0,0
2014_243,5,2,0
2014_244,2,0,0
2014_245,15,1,0
2014_246,21,9,0
2014_247,77,1,0
2014_248,44,5,0
2014_249,2,0,0
2014_250,46,1,0
2014_251,6,0,0
2014_252,13,2,0
2014_253,54,0,0
2014_254,3,1,0
2014_255,5,0,1
2014_256,8,7,0
2014_257,6,3,0
2014_258,12,0,0
2014_259,28,4,0
2014_260,15,0,0
2014_261,5,0,0
2014_262,10,2,0
2014_263,63,27,3
2014_264,11,24,2
2014_265,31,35,0
2014_266,38,16,0
2014_267,13,1,0
2014_268,17,4,9
2014_269,9,4,0
2014_270,12,4,1
2014_271,15,4,6
2014_272,1,0,0
2014_273,3,0,1
2014_274,47,0,1
2014_275,40,8,0
2014_276,5,0,0
2014_277,2,0,1
2014_278,5,0,2
2014_279,0,0,0
2014_280,26,2,0
2014_281,20,11,1
2014_282,35,6,0
2014_283,21,2,0
2014_284,13,3,2
2014_285,12,1,1
2014_286,16,1,0
2014_287,19,0,0
2014_288,21,0,0
2014_289,46,3,0
2014_290,22,2,0
2014_291,38,1,0
2014_292,41,0,8
2014_293,28,0,0
2014_294,7,0,1
2014_295,15,3,0
2014_296,13,0,0
2014_297,35,2,0
2014_298,11,0,0
2014_299,4,0,0
2014_300,1,0,6
2014_301,6,1,0
2014_302,1,10,0
2014_303,4,0,1
2014_304,0,1,1
2014_305,13,3,0
2014_306,30,2,0
2014_307,24,0,0
2014_308,2,1,0
2014_309,51,2,0
2014_310,10,1,0
2014_311,2,3,4
2014_312,7,0,9
2014_313,5,13,0
2014_314,4,0,0
2014_315,12,1,0
2014_316,5,0,0
2014_317,22,1,0
2014_318,15,2,4
2014_319,2,2,1
2014_320,61,5,0
2014_321,43,19,5
2014_322,80,24,1
2014_323,7,15,4
2014_324,23,4,2
2014_325,29,7,2
2014_326,38,15,3
2014_327,57,16,1
2014_328,37,13,4
2014_329,22,15,1
2014_330,22,52,0
2014_331,37,0,0
2014_332,5,3,2
2014_333,21,1,0
2014_334,3,0,2
2014_335,27,8,0
2014_336,12,5,0
2014_337,28,3,0
2014_338,9,2,0
2014_339,18,4,0
2014_340,54,1,0
2014_341,4,2,1
2014_342,20,1,1
2014_343,35,1,0
2014_344,16,0,1
2014_345,8,2,1
2014_346,2,1,18
2014_347,60,1,1
2014_348,12,1,0
2014_349,12,3,3
2014_350,2,7,1
2014_351,4,3,5
2014_352,22,3,3
2014_353,26,0,1
2014_354,1,1,0
2014_355,3,0,0
2014_356,28,0,0
2014_357,12,1,0
2014_358,11,0,0
2014_359,39,10,3
2014_360,3,0,1
2014_361,9,3,0
2014_362,4,1,1
2014_363,1,0,0
2014_364,1,1,0
2014_365,14,0,0
2014_366,6,0,0
2014_367,1,0,0
2014_368,25,1,0
2014_369,41,1,0
2014_370,6,4,0
2014_371,14,3,0
2014_372,14,2,0
2014_373,47,8,0
2014_374,51,5,4
2014_375,13,4,0
2014_376,35,0,0
2014_377,12,0,0
2014_378,12,0,0
2014_379,54,0,3
2014_380,0,1,1
2014_381,3,0,0
2014_382,6,0,0
2014_383,8,1,0
2014_384,21,1,0
2014_385,86,0,0
2014_386,17,2,1
2014_387,16,1,0
2014_388,2,1,0
2014_389,13,4,0
2014_390,3,2,1
2014_391,6,0,0
2014_392,7,0,0
2014_393,15,3,0
2014_394,4,0,0
2014_395,3,5,0
2014_396,12,3,0
2014_397,1,0,2
2014_398,4,2,0
2014_399,27,2,2
2014_400,8,1,0
2014_401,1,6,0
2014_402,2,41,1
2014_403,5,5,0
2014_404,0,18,0
2014_405,22,16,0
2014_406,38,0,0
2014_407,44,5,0
2014_408,45,2,0
2014_409,10,3,0
2014_410,21,1,0
2014_411,70,2,0
2015_1,4,29,7
2015_2,9,24,2
2015_3,14,19,0
2015_4,14,12,3
2015_5,26,28,5
2015_6,9,6,0
2015_7,32,8,6
2015_8,12,14,2
2015_9,13,24,6
2015_10,9,15,2
2015_11,42,3,0
2015_12,13,4,2
2015_13,23,4,0
2015_14,30,21,0
2015_15,30,26,1
2015_16,24,51,0
2015_17,18,14,2
2015_18,3,12,1
2015_19,24,27,0
2015_20,15,9,0
2015_21,20,19,0
2015_22,44,17,0
2015_23,39,15,0
2015_24,36,1,0
2015_25,14,5,0
2015_26,7,1,0
2015_27,0,4,0
2015_28,12,5,0
2015_29,9,9,0
2015_30,21,0,1
2015_31,3,0,1
2015_32,28,29,1
2015_33,13,2,0
2015_34,21,31,0
2015_35,8,3,1
2015_36,47,9,4
2015_37,14,5,0
2015_38,31,17,1
2015_39,17,2,0
2015_40,38,3,0
2015_41,70,0,0
2015_42,2,0,2
2015_43,26,5,1
2015_44,80,2,0
2015_45,11,3,1
2015_46,16,4,0
2015_47,32,2,1
2015_48,2,2,3
2015_49,3,3,0
2015_50,17,2,0
2015_51,47,3,0
2015_52,5,3,0
2015_53,2,1,0
2015_54,17,5,1
2015_55,104,0,0
2015_56,10,1,0
2015_57,32,1,0
2015_58,27,2,0
2015_59,4,0,0
2015_60,16,2,0
2015_61,19,3,0
2015_62,17,0,0
2015_63,3,0,0
2015_64,11,1,0
2015_65,49,2,0
2015_66,12,4,0
2015_67,18,0,0
2015_68,10,0,2
2015_69,8,3,0
2015_70,17,2,2
2015_71,0,0,0
2015_72,0,11,0
2015_73,6,5,1
2015_74,9,8,0
2015_75,5,1,2
2015_76,2,4,0
2015_77,5,0,1
2015_78,6,0,1
2015_79,14,9,0
2015_80,25,1,0
2015_81,54,0,0
2015_82,0,0,0
2015_83,13,2,0
2015_84,16,1,0
2015_85,10,4,0
2015_86,21,9,1
2015_87,3,2,0
2015_88,2,2,0
2015_89,8,2,0
2015_90,49,0,0
2015_91,3,0,2
2015_92,20,4,0
2015_93,68,3,1
2015_94,3,2,0
2015_95,16,2,0
2015_96,7,0,1
2015_97,9,0,0
2015_98,21,2,0
2015_99,28,0,0
2015_100,45,1,0
2015_101,2,2,0
2015_102,1,0,0
2015_103,7,0,0
2015_104,3,2,0
2015_105,6,0,0
2015_106,3,0,0
2015_107,1,1,0
2015_108,18,0,0
2015_109,11,0,0
2015_110,9,0,2
2015_111,12,2,0
2015_112,10,1,0
2015_113,11,1,0
2015_114,22,5,0
2015_115,2,2,0
2015_116,55,0,0
2015_117,7,3,0
2015_118,12,3,0
2015_119,12,9,0
2015_120,15,2,0
2015_121,35,9,0
2015_122,6,0,0
2015_123,10,5,0
2015_124,11,0,0
2015_125,2,1,0
2015_126,12,1,0
2015_127,26,11,0
2015_128,21,6,0
2015_129,26,16,0
2015_130,5,0,0
2015_131,17,1,0
2015_132,27,45,1
2015_133,127,12,0
2015_134,54,1,0
2015_135,10,39,0
2015_136,4,1,0
2015_137,0,1,10
2015_138,37,1,0
2015_139,6,0,0
2015_140,27,5,0
2015_141,10,4,7
2015_142,17,20,6
2015_143,31,21,2
2015_144,13,19,2
2015_145,23,7,1
2015_146,21,8,10
2015_147,9,1,4
2015_148,14,2,6
2015_149,20,2,19
2015_150,25,14,4
2015_151,52,6,3
2015_152,27,29,2
2015_153,59,3,2
2015_154,17,7,0
2015_155,13,30,2
2015_156,30,13,0
2015_157,1,20,1
2015_158,3,58,0
2015_159,107,11,4
2015_160,19,0,1
2015_161,16,4,0
2015_162,30,0,1
2015_163,33,26,0
2015_164,51,17,0
2015_165,19,9,0
2015_166,33,3,2
2015_167,2,0,0
2015_168,4,0,0
2015_169,2,1,0
2015_170,1,1,1
2015_171,47,0,0
2015_172,11,7,0
2015_173,15,6,0
2015_174,5,9,0
2015_175,17,2,0
2015_176,1,1,0
2015_177,2,0,0
2015_178,14,3,0
2015_179,90,11,1
2015_180,12,6,0
2015_181,12,10,0
2015_182,4,1,0
2015_183,2,2,0
2015_184,1,0,0
2015_185,18,8,0
2015_186,21,3,0
2015_187,31,0,0
2015_188,0,0,0
2015_189,9,1,0
2015_190,9,0,0
2015_191,1,0,0
2015_192,10,0,0
2015_193,6,0,0
2015_194,6,1,0
2015_195,43,2,1
2015_196,1,0,0
2015_197,10,1,0
2015_198,10,4,0
2015_199,11,1,0
2015_200,7,0,0
2015_201,42,5,0
2015_202,3,5,0
2015_203,11,0,0
2015_204,48,1,0
2015_205,5,3,0
2015_206,12,2,1
2015_207,23,0,0
2015_208,13,0,0
2015_209,8,2,0
2015_210,14,3,0
2015_211,6,0,0
2015_212,54,4,0
2015_213,34,7,0
2015_214,18,24,0
2015_215,18,22,0
2015_216,13,3,7
2015_217,58,14,0
2015_218,21,26,1
2015_219,38,10,4
2015_220,13,7,2
2015_221,28,7,8
2015_222,21,19,1
2015_223,30,8,0
2015_224,18,13,0
2015_225,60,21,1
2015_226,28,6,0
2015_227,53,17,4
2015_228,57,5,1
2015_229,37,20,2
2015_230,19,24,3
2015_231,3,23,0
2015_232,11,3,1
2015_233,17,21,0
2015_234,23,17,0
2015_235,20,3,0
2015_236,102,2,0
2015_237,22,18,0
2015_238,38,20,0
2015_239,35,0,0
2015_240,84,2,0
2015_241,19,2,0
2015_242,17,5,0
2015_243,7,4,0
2015_244,9,8,0
2015_245,2,1,0
2015_246,6,1,0
2015_247,39,0,0
2015_248,2,1,0
2015_249,3,2,0
2015_250,67,0,0
2015_251,23,5,0
2015_252,10,0,0
2015_253,19,37,2
2015_254,29,2,2
2015_255,11,0,1
2015_256,13,7,0
2015_257,28,1,0
2015_258,6,1,0
2015_259,9,2,0
2015_260,9,0,2
2015_261,5,0,2
2015_262,7,0,0
2015_263,12,4,0
2015_264,37,1,0
2015_265,4,0,0
2015_266,60,1,0
2015_267,27,13,1
2015_268,7,0,0
2015_269,7,2,1
2015_270,12,1,0
2015_271,22,3,0
2015_272,0,0,1
2015_273,3,0,0
2015_274,6,0,0
2015_275,24,0,2
2015_276,2,1,0
2015_277,28,0,0
2015_278,0,2,0
2015_279,12,0,0
2015_280,5,0,0
2015_281,2,1,0
2015_282,5,0,0
2015_283,23,22,1
2015_284,16,0,0
2015_285,8,0,0
2015_286,14,5,0
2015_287,10,2,0
2015_288,8,2,0
2015_289,45,2,0
2015_290,3,2,0
2015_291,8,1,0
2015_292,14,0,0
2015_293,9,0,1
2015_294,9,5,0
2015_295,7,0,0
2015_296,9,2,0
2015_297,1,2,0
2015_298,20,0,0
2015_299,13,1,0
2015_300,3,2,0
2015_301,4,1,0
2015_302,5,1,0
2015_303,3,0,0
2015_304,32,1,0
2015_305,24,0,1
2015_306,6,4,0
2015_307,57,2,0
2015_308,14,0,0
2015_309,52,5,2
2015_310,42,1,1
2015_311,10,3,3
2015_312,14,0,1
2015_313,15,27,0
2015_314,6,3,16
2015_315,63,21,0
2015_316,119,18,0
2015_317,25,18,0
2015_318,38,14,3
2015_319,58,5,5
2015_320,54,19,0
2015_321,32,28,1
2015_322,14,81,1
2015_323,26,9,1
2015_324,30,26,5
2015_325,11,0,0
2015_326,52,9,0
2015_327,20,7,1
2015_328,5,5,0
2015_329,26,30,0
2015_330,4,30,3
2015_331,34,7,2
2015_332,43,9,0
2015_333,18,18,0
2015_334,15,0,0
2015_335,32,11,0
2015_336,8,1,0
2015_337,51,0,0
2015_338,9,5,1
2015_339,19,0,1
2015_340,24,29,0
2015_341,5,0,0
2015_342,19,2,0
2015_343,58,11,7
2015_344,22,0,0
2015_345,13,0,2
2015_346,12,1,0
2015_347,11,1,0
2015_348,1,0,0
2015_349,3,3,0
2015_350,76,4,1
2015_351,11,1,0
2015_352,46,7,0
2015_353,17,0,0
2015_354,7,2,0
2015_355,4,4,1
2015_356,100,0,0
2015_357,83,11,0
2015_358,0,2,0
2015_359,7,1,2
2015_360,8,3,0
2015_361,27,0,0
2015_362,58,0,0
2015_363,18,1,0
2015_364,5,0,1
2015_365,3,0,0
2015_366,8,7,1
2015_367,10,4,0
2015_368,36,4,0
2015_369,19,2,2
2015_370,27,4,1
2015_371,58,1,0
2015_372,7,2,0
2015_373,14,4,0
2015_374,21,2,2
2015_375,61,2,0
2015_376,9,2,0
2015_377,5,1,0
2015_378,4,2,1
2015_379,3,2,0
2015_380,26,5,2
2015_381,12,3,0
2015_382,2,3,0
2015_383,34,4,0
2015_384,27,0,0
2015_385,7,2,0
2015_386,2,2,0
2015_387,90,4,0
2015_388,14,0,0
2015_389,0,2,0
2015_390,4,0,0
2015_391,4,0,1
2015_392,23,0,0
2015_393,37,1,0
2015_394,14,0,0
2015_395,4,2,0
2015_396,1,1,0
2015_397,17,3,0
2015_398,22,1,0
2015_399,5,3,0
2015_400,15,3,0
2015_401,30,3,0
2015_402,26,5,0
2015_403,10,3,0
